trial,n_features,motif,mean_impact,median_impact,std_impact
96,13,Feedforward Loop,0.0,0.0,0.0
96,13,Feedback Loop,0.0,0.0,0.0
96,13,Single Input Module,0.0,0.0,0.0
97,13,Cascade,1.9921063104745384e-07,4.936009645462036e-08,7.429008542068877e-06
97,13,Feedforward Loop,-1.7136162660019803e-07,0.0,1.0263819741298745e-05
97,13,Feedback Loop,8.150074993156725e-07,-6.05359673500061e-08,8.424471007626745e-06
97,13,Single Input Module,-7.070302672218531e-07,-8.356291800737381e-07,3.0215133420417525e-06
98,13,Cascade,0.0,0.0,0.0
98,13,Feedforward Loop,0.0,0.0,0.0
98,13,Feedback Loop,0.0,0.0,0.0
98,13,Single Input Module,0.0,0.0,0.0
99,13,Cascade,-4.2093757070188293e-07,0.0,2.2321430338908905e-06
99,13,Feedforward Loop,7.655623256754582e-08,0.0,4.292611470966872e-06
99,13,Feedback Loop,-6.032049121266162e-07,0.0,2.414176934302355e-06
99,13,Single Input Module,7.485881831277819e-07,1.1175870895385742e-08,1.8866880156410624e-06
